GENE P MarkerN MarkerNTEST genename Annotation
ENSG00000167615 0.0165750020955239 398 398 LENG8 pLOF+missense
ENSG00000189077 0.0167262327814949 21 21 TMEM120A pLOF+missense
ENSG00000138185 0.0167422097897774 159 159 ENTPD1 pLOF+missense
ENSG00000189144 0.0167508702957743 202 202 ZNF573 pLOF+missense
ENSG00000085415 0.016756680655036 122 122 SEH1L pLOF+missense
ENSG00000180596 0.0167878890059282 62 62 H2BC4 pLOF+missense
ENSG00000189143 0.0168092908407314 89 89 CLDN4 pLOF+missense
ENSG00000170191 0.0169498687115257 101 101 NANP pLOF+missense
ENSG00000162976 0.0169552456775817 81 81 SLC66A3 pLOF+missense
ENSG00000267795 0.0169581344871964 6 6 SMIM22 pLOF+missense
ENSG00000133878 0.0170863766371556 81 81 DUSP26 pLOF+missense
ENSG00000164713 0.0170873540033895 54 54 BRI3 pLOF+missense
ENSG00000042088 0.0170928296083306 224 224 TDP1 pLOF+missense
ENSG00000136688 0.017103778350647 70 70 IL36G pLOF+missense
ENSG00000100106 0.0171722914300017 1067 1067 TRIOBP pLOF+missense
ENSG00000186943 0.01718608709001 120 120 OR13C8 pLOF+missense
ENSG00000089177 0.0172294169293866 557 557 KIF16B pLOF+missense
ENSG00000245848 0.0172982439008036 117 117 CEBPA pLOF+missense
ENSG00000055917 0.017302328505565 311 311 PUM2 pLOF+missense
ENSG00000177839 0.0173411622029067 33 33 PCDHB9 pLOF+missense
ENSG00000143443 0.0174508075379439 100 100 C1orf56 pLOF+missense
ENSG00000185899 0.0175262952963976 109 109 TAS2R60 pLOF+missense
ENSG00000032444 0.0175414894275595 420 420 PNPLA6 pLOF+missense
ENSG00000083642 0.0175924802168534 305 305 PDS5B pLOF+missense
ENSG00000107611 0.0178117230962475 1449 1449 CUBN pLOF+missense
ENSG00000144283 0.0179045396186933 435 435 PKP4 pLOF+missense
ENSG00000186868 0.0179510344526888 275 275 MAPT pLOF+missense
ENSG00000125398 0.0179895588322152 149 149 SOX9 pLOF+missense
ENSG00000125863 0.0179954217145505 182 182 MKKS pLOF+missense
ENSG00000259024 0.0179973809878445 57 57 TVP23C-CDRT4 pLOF+missense
ENSG00000213676 0.0180784099082519 241 241 ATF6B pLOF+missense
ENSG00000096717 0.018084948494251 259 259 SIRT1 pLOF+missense
ENSG00000140090 0.0181107573001656 240 240 SLC24A4 pLOF+missense
ENSG00000135899 0.0181731034691854 286 286 SP110 pLOF+missense
ENSG00000101421 0.0182137553382664 45 45 CHMP4B pLOF+missense
ENSG00000128045 0.0182386400850009 68 68 RASL11B pLOF+missense
ENSG00000188761 0.0182447898329049 61 61 BCL2L15 pLOF+missense
ENSG00000176769 0.0183666963727538 269 269 TCERG1L pLOF+missense
ENSG00000109181 0.0183757384392108 200 200 UGT2B10 pLOF+missense
ENSG00000128266 0.0184362203654936 74 74 GNAZ pLOF+missense
ENSG00000176532 0.0185104453386767 60 60 PRR15 pLOF+missense
ENSG00000160710 0.0185261015325597 356 356 ADAR pLOF+missense
ENSG00000272047 0.0186035908446892 29 29 GTF2H5 pLOF+missense
ENSG00000169605 0.0186439514712389 74 74 GKN1 pLOF+missense
ENSG00000144331 0.0186505090572326 163 163 ZNF385B pLOF+missense
ENSG00000108379 0.0186846196941534 67 67 WNT3 pLOF+missense
ENSG00000188290 0.0186889566555009 190 190 HES4 pLOF+missense
ENSG00000139289 0.0187117522886905 130 130 PHLDA1 pLOF+missense
ENSG00000151694 0.0187147205309819 239 239 ADAM17 pLOF+missense
ENSG00000204435 0.0188014526862202 37 37 CSNK2B pLOF+missense
ENSG00000178342 0.018826700766875 229 229 KCNG2 pLOF+missense
ENSG00000167645 0.0188643392528614 131 131 YIF1B pLOF+missense
ENSG00000001084 0.0189384248204647 152 152 GCLC pLOF+missense
ENSG00000140464 0.0189792330334827 413 413 PML pLOF+missense
ENSG00000183066 0.0189901557177175 119 119 WBP2NL pLOF+missense
ENSG00000103061 0.0190498731945346 124 124 SLC7A6OS pLOF+missense
ENSG00000089094 0.0191089550824942 396 396 KDM2B pLOF+missense
ENSG00000185252 0.0191633634899613 295 295 ZNF74 pLOF+missense
ENSG00000204580 0.0192311565447799 377 377 DDR1 pLOF+missense
ENSG00000138814 0.0192969000382263 75 75 PPP3CA pLOF+missense
ENSG00000165816 0.019509417967069 334 334 VWA2 pLOF+missense
ENSG00000164953 0.0195102852277036 324 324 TMEM67 pLOF+missense
ENSG00000167749 0.0195936150339923 102 102 KLK4 pLOF+missense
ENSG00000174672 0.0197444735718446 313 313 BRSK2 pLOF+missense
ENSG00000005884 0.01977996661655 343 343 ITGA3 pLOF+missense
ENSG00000074935 0.0198137110337691 144 144 TUBE1 pLOF+missense
ENSG00000243772 0.0198154327857658 204 204 KIR2DL3 pLOF+missense
ENSG00000187595 0.0198179771375803 166 166 ZNF385C pLOF+missense
ENSG00000104859 0.0199472690805462 298 298 CLASRP pLOF+missense
ENSG00000168491 0.0200110179053201 280 280 CCDC110 pLOF+missense
ENSG00000131013 0.0200193673582335 152 152 PPIL4 pLOF+missense
ENSG00000110422 0.0200270994278773 386 386 HIPK3 pLOF+missense
ENSG00000217930 0.0200539553512041 62 62 PAM16 pLOF+missense
ENSG00000198892 0.020138516420095 65 65 SHISA4 pLOF+missense
ENSG00000176438 0.0202110306770225 415 415 SYNE3 pLOF+missense
ENSG00000117226 0.0202254515384747 216 216 GBP3 pLOF+missense
ENSG00000176256 0.0202267214394949 87 87 HMGB4 pLOF+missense
ENSG00000091831 0.0204098954125017 179 179 ESR1 pLOF+missense
ENSG00000189190 0.0204503572596872 288 288 ZNF600 pLOF+missense
ENSG00000049541 0.0206417716778052 127 127 RFC2 pLOF+missense
ENSG00000172939 0.0206536649167886 124 124 OXSR1 pLOF+missense
ENSG00000116353 0.0208298860893322 153 153 MECR pLOF+missense
ENSG00000116285 0.0209894860901345 154 154 ERRFI1 pLOF+missense
ENSG00000076864 0.02104278603599 250 250 RAP1GAP pLOF+missense
ENSG00000155508 0.0210842739435981 59 59 CNOT8 pLOF+missense
ENSG00000143815 0.0211201986865012 221 221 LBR pLOF+missense
ENSG00000153551 0.0211409081817366 69 69 CMTM7 pLOF+missense
ENSG00000168078 0.0211918118544087 105 105 PBK pLOF+missense
ENSG00000100564 0.0212022418315102 67 67 PIGH pLOF+missense
ENSG00000178695 0.0212310645370927 133 133 KCTD12 pLOF+missense
ENSG00000178917 0.0213533447920039 176 176 ZNF852 pLOF+missense
ENSG00000163249 0.0213702483142384 106 106 CCNYL1 pLOF+missense
ENSG00000185662 0.0214234488401586 43 43 SMIM23 pLOF+missense
ENSG00000174576 0.0214286016472119 240 240 NPAS4 pLOF+missense
ENSG00000188807 0.0215890346832038 261 261 TMEM201 pLOF+missense
ENSG00000185610 0.0216360363065273 162 162 DBX2 pLOF+missense
ENSG00000171953 0.0216593225993564 117 117 ATPAF2 pLOF+missense
ENSG00000168438 0.0216807220815173 116 116 CDC40 pLOF+missense
ENSG00000197487 0.0217673468067541 62 62 GALP pLOF+missense
ENSG00000164574 0.0218052316428662 253 253 GALNT10 pLOF+missense
ENSG00000103227 0.021846363459198 318 318 LMF1 pLOF+missense
ENSG00000244588 0.022060290530705 192 192 RAD21L1 pLOF+missense
ENSG00000249961 0.022140846085501 203 203 TERB1 pLOF+missense
ENSG00000204619 0.0221947294292462 48 48 PPP1R11 pLOF+missense
ENSG00000112062 0.0222443953753109 72 72 MAPK14 pLOF+missense
ENSG00000127125 0.0223071797040071 104 104 PPCS pLOF+missense
ENSG00000271321 0.0223678565218713 10 10 CTAGE6 pLOF+missense
ENSG00000255104 0.0223823082805565 158 158 AC005324.3 pLOF+missense
ENSG00000143001 0.0223905960079331 74 74 TMEM61 pLOF+missense
ENSG00000204572 0.0224641972624806 74 74 KRTAP5-10 pLOF+missense
ENSG00000135763 0.0225071812623256 507 507 URB2 pLOF+missense
ENSG00000124772 0.0225173488235525 215 215 CPNE5 pLOF+missense
ENSG00000160062 0.0225757970729958 125 125 ZBTB8A pLOF+missense
ENSG00000164292 0.022832794334992 185 185 RHOBTB3 pLOF+missense
ENSG00000143420 0.0228371892648894 51 51 ENSA pLOF+missense
ENSG00000196188 0.0228575116663143 16 16 CTSE pLOF+missense
ENSG00000158691 0.0228700777625049 209 209 ZSCAN12 pLOF+missense
ENSG00000115524 0.0230160801866333 131 131 SF3B1 pLOF+missense
ENSG00000096006 0.0230638495863744 104 104 CRISP3 pLOF+missense
ENSG00000174456 0.0231127341867674 77 77 C12orf76 pLOF+missense
ENSG00000189280 0.0232106060192291 109 109 GJB5 pLOF+missense
ENSG00000197766 0.0232187913868976 177 177 CFD pLOF+missense
ENSG00000203867 0.0232560538792936 482 482 RBM20 pLOF+missense
ENSG00000048540 0.0232592396842006 48 48 LMO3 pLOF+missense
ENSG00000179213 0.0234076843695545 63 63 SIGLECL1 pLOF+missense
ENSG00000137845 0.0234393739287824 190 190 ADAM10 pLOF+missense
ENSG00000132199 0.023529021134297 224 224 ENOSF1 pLOF+missense
ENSG00000255432 0.0235317761974877 37 37 AP001458.2 pLOF+missense
ENSG00000167107 0.0235494543201289 238 238 ACSF2 pLOF+missense
ENSG00000198821 0.0235534979690417 62 62 CD247 pLOF+missense
ENSG00000254206 0.0236140738702906 510 510 NPIPB11 pLOF+missense
ENSG00000155269 0.0236393050970686 241 241 GPR78 pLOF+missense
ENSG00000141985 0.0236658707077556 141 141 SH3GL1 pLOF+missense
ENSG00000164442 0.023701590780698 128 128 CITED2 pLOF+missense
ENSG00000114529 0.0237151505340711 144 144 C3orf52 pLOF+missense
ENSG00000030582 0.0237172031569587 244 244 GRN pLOF+missense
ENSG00000100425 0.0237622789255804 394 394 BRD1 pLOF+missense
ENSG00000215305 0.0237736948077479 299 299 VPS16 pLOF+missense
ENSG00000082497 0.0238240309589499 109 109 SERTAD4 pLOF+missense
ENSG00000187796 0.0238344921728442 273 273 CARD9 pLOF+missense
ENSG00000096088 0.023841296760958 178 178 PGC pLOF+missense
ENSG00000114686 0.023917227386036 153 153 MRPL3 pLOF+missense
ENSG00000157456 0.0239253981930784 160 160 CCNB2 pLOF+missense
ENSG00000261052 0.0239499994153222 29 29 SULT1A3 pLOF+missense
ENSG00000197712 0.0241100009870419 196 196 FAM114A1 pLOF+missense
ENSG00000151692 0.0241312002445057 99 99 RNF144A pLOF+missense
ENSG00000174156 0.0241831215537478 98 98 GSTA3 pLOF+missense
ENSG00000135324 0.024230939244975 64 64 MRAP2 pLOF+missense
ENSG00000158296 0.0244978057069545 236 236 SLC13A3 pLOF+missense
ENSG00000175084 0.0245819744651671 179 179 DES pLOF+missense
ENSG00000087085 0.0246860465360823 190 190 ACHE pLOF+missense
ENSG00000173612 0.0247974763886075 312 312 GPRC6A pLOF+missense
ENSG00000087128 0.024823798984181 155 155 TMPRSS11E pLOF+missense
ENSG00000174871 0.0249047428357341 25 25 CNIH2 pLOF+missense
ENSG00000170323 0.0249984074783972 48 48 FABP4 pLOF+missense
ENSG00000095596 0.025011756781967 187 187 CYP26A1 pLOF+missense
ENSG00000236398 0.025029760376222 100 100 TAS2R39 pLOF+missense
ENSG00000163885 0.0250374616895183 257 257 CFAP100 pLOF+missense
ENSG00000221944 0.0250491941649069 46 46 TIGD1 pLOF+missense
ENSG00000165899 0.0251287008463411 825 825 OTOGL pLOF+missense
ENSG00000187583 0.0251353324880502 416 416 PLEKHN1 pLOF+missense
ENSG00000122218 0.02526585305239 281 281 COPA pLOF+missense
ENSG00000255501 0.0252815228210619 41 41 CARD18 pLOF+missense
ENSG00000117118 0.025295911659929 107 107 SDHB pLOF+missense
ENSG00000197102 0.0253595013989714 786 786 DYNC1H1 pLOF+missense
ENSG00000171320 0.0254456626644056 216 216 ESCO2 pLOF+missense
ENSG00000197870 0.0255174232913037 143 143 PRB3 pLOF+missense
ENSG00000124743 0.0255298605500665 230 230 KLHL31 pLOF+missense
ENSG00000161395 0.0255427189686416 138 138 PGAP3 pLOF+missense
ENSG00000137812 0.0255490284761996 788 788 KNL1 pLOF+missense
ENSG00000167178 0.0256946626224449 236 236 ISLR2 pLOF+missense
ENSG00000164520 0.0257179200591638 79 79 RAET1E pLOF+missense
ENSG00000064651 0.0257446759095293 382 382 SLC12A2 pLOF+missense
ENSG00000187581 0.0258762792608881 33 33 COX8C pLOF+missense
ENSG00000140297 0.0259747261605303 235 235 GCNT3 pLOF+missense
ENSG00000184465 0.0260095971844694 374 374 WDR27 pLOF+missense
ENSG00000149187 0.0260940309234266 94 94 CELF1 pLOF+missense
ENSG00000139537 0.0262703538478102 198 198 CCDC65 pLOF+missense
ENSG00000134569 0.0262847412032571 599 599 LRP4 pLOF+missense
ENSG00000181718 0.0262848892834802 166 166 OR5T2 pLOF+missense
ENSG00000162999 0.0263139655902935 77 77 DUSP19 pLOF+missense
ENSG00000182687 0.0264873708861833 151 151 GALR2 pLOF+missense
ENSG00000090857 0.0265442685890039 308 308 PDPR pLOF+missense
ENSG00000275410 0.0266473505162141 172 172 HNF1B pLOF+missense
ENSG00000205639 0.0266927673071234 191 191 MFSD2B pLOF+missense
ENSG00000182473 0.0269426897044371 257 257 EXOC7 pLOF+missense
ENSG00000023287 0.0270746398516832 430 430 RB1CC1 pLOF+missense
ENSG00000166503 0.0271328676607117 65 65 HDGFL3 pLOF+missense
ENSG00000140367 0.0272218150932119 149 149 UBE2Q2 pLOF+missense
ENSG00000138078 0.0272330112301031 395 395 PREPL pLOF+missense
ENSG00000188306 0.0272629108874095 176 176 LRRIQ4 pLOF+missense
ENSG00000260861 0.027320919546811 110 110 AL049634.2 pLOF+missense
ENSG00000163110 0.0273398158321757 253 253 PDLIM5 pLOF+missense
ENSG00000116898 0.0274719357502821 103 103 MRPS15 pLOF+missense
ENSG00000162630 0.0274962254903951 113 113 B3GALT2 pLOF+missense
ENSG00000035928 0.0276106511333117 324 324 RFC1 pLOF+missense
ENSG00000106144 0.0276457686379047 171 171 CASP2 pLOF+missense
ENSG00000119185 0.0276518095645507 80 80 ITGB1BP1 pLOF+missense
ENSG00000175820 0.0276668860809651 979 979 CCDC168 pLOF+missense
ENSG00000012223 0.0277096832662563 298 298 LTF pLOF+missense
ENSG00000008118 0.0277117753615102 161 161 CAMK1G pLOF+missense
ENSG00000153179 0.0277750968613305 96 96 RASSF3 pLOF+missense
ENSG00000108055 0.0277894794471386 135 135 SMC3 pLOF+missense
ENSG00000077063 0.0278395733104868 555 555 CTTNBP2 pLOF+missense
ENSG00000110484 0.0278431260155659 53 53 SCGB2A2 pLOF+missense
ENSG00000100711 0.0279154529732578 94 94 ZFYVE21 pLOF+missense
ENSG00000130768 0.0279368615072699 194 194 SMPDL3B pLOF+missense
ENSG00000107249 0.028000964533945 550 550 GLIS3 pLOF+missense
ENSG00000164284 0.0280141688121095 95 95 GRPEL2 pLOF+missense
ENSG00000131738 0.0281103587749176 163 163 KRT33B pLOF+missense
ENSG00000111678 0.0281192312404364 92 92 C12orf57 pLOF+missense
ENSG00000102931 0.0282319919393863 43 43 ARL2BP pLOF+missense
ENSG00000164403 0.0282814402215804 331 331 SHROOM1 pLOF+missense
ENSG00000285283 0.0282932920218449 79 79 AL035078.4 pLOF+missense
ENSG00000136153 0.0284652065482992 698 698 LMO7 pLOF+missense
ENSG00000127318 0.0284944724643391 60 60 IL22 pLOF+missense
ENSG00000197123 0.0284967934778431 160 160 ZNF679 pLOF+missense
ENSG00000172869 0.0285451559033322 1017 1017 DMXL1 pLOF+missense
ENSG00000152592 0.0285906429749652 160 160 DMP1 pLOF+missense
ENSG00000158623 0.0286815479429914 91 91 COPG2 pLOF+missense
ENSG00000089902 0.0287181403392603 125 125 RCOR1 pLOF+missense
ENSG00000182348 0.0287352521551715 462 462 ZNF804B pLOF+missense
ENSG00000164609 0.0287585471428086 177 177 SLU7 pLOF+missense
ENSG00000173868 0.0288579582095754 130 130 PHOSPHO1 pLOF+missense
ENSG00000061794 0.0289184612663108 123 123 MRPS35 pLOF+missense
ENSG00000137193 0.0289247546599571 69 69 PIM1 pLOF+missense
ENSG00000150764 0.0289545465106058 227 227 DIXDC1 pLOF+missense
ENSG00000104884 0.0289743674222642 352 352 ERCC2 pLOF+missense
ENSG00000126217 0.0290317552864231 585 585 MCF2L pLOF+missense
ENSG00000148120 0.0290809344788893 325 325 AOPEP pLOF+missense
ENSG00000111252 0.0290952815712713 340 340 SH2B3 pLOF+missense
ENSG00000187959 0.0291297273210537 75 75 CPSF4L pLOF+missense
ENSG00000101307 0.0292634880022608 262 262 SIRPB1 pLOF+missense
ENSG00000215277 0.0292707679857661 90 90 RNF212B pLOF+missense
ENSG00000231068 0.0293335336944479 21 21 KRTAP21-3 pLOF+missense
ENSG00000283952 0.0294074601635591 27 27 AC092017.2 pLOF+missense
ENSG00000104833 0.0294359322365066 95 95 TUBB4A pLOF+missense
ENSG00000186417 0.0294376889524612 232 232 GLDN pLOF+missense
ENSG00000110429 0.0294429425780278 119 119 FBXO3 pLOF+missense
ENSG00000101161 0.0294701556921756 210 210 PRPF6 pLOF+missense
ENSG00000164163 0.0296216032636105 103 103 ABCE1 pLOF+missense
ENSG00000123219 0.0296448464315193 89 89 CENPK pLOF+missense
ENSG00000133401 0.0297585281781653 966 966 PDZD2 pLOF+missense
ENSG00000198792 0.0297660694250148 130 130 TMEM184B pLOF+missense
ENSG00000204403 0.0298201511746125 135 135 CASP12 pLOF+missense
ENSG00000170523 0.0299413222500098 237 237 KRT83 pLOF+missense
ENSG00000100121 0.0301495278266138 115 115 GGTLC2 pLOF+missense
ENSG00000152213 0.0301883738402042 82 82 ARL11 pLOF+missense
ENSG00000172466 0.0302033109490584 79 79 ZNF24 pLOF+missense
ENSG00000169085 0.0302946530344937 64 64 VXN pLOF+missense
ENSG00000186567 0.0303524861590839 110 110 CEACAM19 pLOF+missense
ENSG00000022355 0.0303768129268829 81 81 GABRA1 pLOF+missense
ENSG00000143079 0.0303886268299699 217 217 CTTNBP2NL pLOF+missense
ENSG00000188176 0.030509734883496 220 220 SMTNL2 pLOF+missense
ENSG00000205022 0.0305351500281071 177 177 PABPN1L pLOF+missense
ENSG00000137507 0.0306872534285169 256 256 LRRC32 pLOF+missense
ENSG00000143093 0.0308190051313949 293 293 STRIP1 pLOF+missense
ENSG00000138080 0.030823573536658 443 443 EMILIN1 pLOF+missense
ENSG00000204128 0.0309865591564388 127 127 C2orf72 pLOF+missense
ENSG00000162944 0.0309956499854482 167 167 RFTN2 pLOF+missense
ENSG00000092199 0.0310121901900873 53 53 HNRNPC pLOF+missense
ENSG00000104341 0.0310413099169807 146 146 LAPTM4B pLOF+missense
ENSG00000064102 0.0310443518431478 170 170 INTS13 pLOF+missense
ENSG00000158856 0.0310871751637133 142 142 DMTN pLOF+missense
ENSG00000167654 0.0311719701387315 166 166 ATCAY pLOF+missense
ENSG00000184659 0.0313643870907696 5 5 FOXD4L4 pLOF+missense
ENSG00000145936 0.0315164564923035 81 81 KCNMB1 pLOF+missense
ENSG00000133318 0.0315521167545771 368 368 RTN3 pLOF+missense
ENSG00000151005 0.0315575719417519 239 239 TKTL2 pLOF+missense
ENSG00000129657 0.0315704924057431 200 200 SEC14L1 pLOF+missense
ENSG00000103460 0.0316180821829909 177 177 TOX3 pLOF+missense
ENSG00000178226 0.0316617947126744 367 367 PRSS36 pLOF+missense
ENSG00000117528 0.0317234375357274 193 193 ABCD3 pLOF+missense
ENSG00000269858 0.031746809587429 177 177 EGLN2 pLOF+missense
ENSG00000084623 0.0317600741989773 82 82 EIF3I pLOF+missense
ENSG00000146802 0.0317888697444984 252 252 TMEM168 pLOF+missense
ENSG00000184730 0.031808667230018 451 451 APOBR pLOF+missense
ENSG00000149289 0.0318399139743335 246 246 ZC3H12C pLOF+missense
ENSG00000136271 0.0318452611152039 224 224 DDX56 pLOF+missense
ENSG00000109332 0.0319280200353048 11 11 UBE2D3 pLOF+missense
ENSG00000106069 0.0319571584832479 197 197 CHN2 pLOF+missense
ENSG00000187773 0.0320390025515623 187 187 DIPK1C pLOF+missense
ENSG00000271303 0.0320708712275694 82 82 SRXN1 pLOF+missense
ENSG00000143921 0.0322448105323234 373 373 ABCG8 pLOF+missense
ENSG00000168081 0.0322693840401506 62 62 PNOC pLOF+missense
ENSG00000129315 0.0323839467560482 204 204 CCNT1 pLOF+missense
ENSG00000136243 0.0324522191736356 170 170 NUP42 pLOF+missense
ENSG00000102468 0.0324776254452166 149 149 HTR2A pLOF+missense
ENSG00000143554 0.0325541691334862 404 404 SLC27A3 pLOF+missense
ENSG00000213316 0.0325743976032088 61 61 LTC4S pLOF+missense
ENSG00000137821 0.0325985691223155 227 227 LRRC49 pLOF+missense
ENSG00000165271 0.0326210262173702 418 418 NOL6 pLOF+missense
ENSG00000148200 0.0326690191412297 142 142 NR6A1 pLOF+missense
ENSG00000108798 0.0327737766154329 132 132 ABI3 pLOF+missense
ENSG00000131558 0.0328689298863349 321 321 EXOC4 pLOF+missense
ENSG00000166682 0.0329197502300491 188 188 TMPRSS5 pLOF+missense
ENSG00000148604 0.0329325401420262 144 144 RGR pLOF+missense
ENSG00000114670 0.0329431744529507 264 264 NEK11 pLOF+missense
ENSG00000112337 0.0329766716661386 151 151 SLC17A2 pLOF+missense
ENSG00000180758 0.0331647335314882 150 150 GPR157 pLOF+missense
ENSG00000104976 0.0331763917496891 211 211 SNAPC2 pLOF+missense
ENSG00000182979 0.0331768713472782 234 234 MTA1 pLOF+missense
ENSG00000168488 0.0332678511300889 427 427 ATXN2L pLOF+missense
ENSG00000198920 0.0332884593531877 389 389 KIAA0753 pLOF+missense
ENSG00000136875 0.033317025811884 117 117 PRPF4 pLOF+missense
ENSG00000171970 0.0334025467575733 255 255 ZNF57 pLOF+missense
ENSG00000186838 0.033448927719848 122 122 SELENOV pLOF+missense
ENSG00000075089 0.0334689345784336 96 96 ACTR6 pLOF+missense
ENSG00000082701 0.0334754235344108 82 82 GSK3B pLOF+missense
ENSG00000174982 0.0335247216929784 128 128 OR4S2 pLOF+missense
ENSG00000111860 0.0335628621580588 314 314 CEP85L pLOF+missense
ENSG00000198597 0.0335904203183635 427 427 ZNF536 pLOF+missense
ENSG00000198538 0.0336084230942002 288 288 ZNF28 pLOF+missense
ENSG00000186205 0.0336548138745927 154 154 MTARC1 pLOF+missense
ENSG00000182810 0.0336792072037289 239 239 DDX28 pLOF+missense
ENSG00000249437 0.0336855093662626 70 70 NAIP pLOF+missense
ENSG00000163900 0.0336981206876595 95 95 TMEM41A pLOF+missense
ENSG00000110442 0.0337105139989083 91 91 COMMD9 pLOF+missense
ENSG00000096395 0.0338093599067891 39 39 MLN pLOF+missense
ENSG00000167535 0.0340003869036544 174 174 CACNB3 pLOF+missense
